node_id,node_type,value,source,first_seen,last_seen,confidence,attrs_json
attackpattern:01994ab08764e66c5081,AttackPattern,T1543,opencti_historical,2026-04-14T13:02:14.790Z,2026-05-27T13:51:13.131Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""9a9b5f2d-520c-41a0-be16-3142e6389401"",""standard_id"":""attack-pattern--85520f53-08e8-5683-8e9b-b4d7a7ffe3dc""}"
attackpattern:f37fb3e35d133a8b07e3,AttackPattern,T1543.003,opencti_historical,2026-04-14T13:02:30.910Z,2026-05-27T12:53:22.289Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""6384a318-2d98-4af6-bbaa-245385607907"",""standard_id"":""attack-pattern--e467b67d-259e-55b3-8e93-8da8a4796da8""}"
attackpattern:b03a7f51b430aa22aaca,AttackPattern,T1546,opencti_historical,2026-04-14T13:03:51.010Z,2026-05-27T10:58:50.802Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""6b9cd6c4-6ff0-4ae0-bf4f-42126494dab3"",""standard_id"":""attack-pattern--b35f8616-aa2e-5770-9dc0-53628a7a9008""}"
attackpattern:5028212858091f2d8a72,AttackPattern,T1547,opencti_historical,2026-04-14T13:02:23.914Z,2026-05-27T12:19:33.116Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""78ac64ec-4ed9-4cb3-9aad-8cb7c7c01c5c"",""standard_id"":""attack-pattern--18e69eba-cb53-57e5-bf82-3d53e5fed39a""}"
attackpattern:6fdc07e41d6a8a50bec8,AttackPattern,T1547.001,opencti_historical,2026-04-14T13:03:39.340Z,2026-05-27T11:08:13.279Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""ae79173c-18e6-468d-abbf-9589d78282a4"",""standard_id"":""attack-pattern--c7a85d3f-3de3-5e0e-b698-acc5098a5a5e""}"
attackpattern:b6f46c2faa1db2e543d4,AttackPattern,T1547.009,opencti_historical,2026-04-14T13:02:53.254Z,2026-05-28T15:02:33.959Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""cc8de228-d8d8-4e39-9df2-197c4d91a3d8"",""standard_id"":""attack-pattern--566b06e6-3a58-5cbd-9446-0fb5f4c1f9b6""}"
attackpattern:a2c0c2cbc9cef82d881d,AttackPattern,T1550,opencti_historical,2026-04-14T13:02:56.772Z,2026-05-28T19:56:42.669Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""6684ad10-df92-48fd-8df0-ec8aa36849d3"",""standard_id"":""attack-pattern--3c64edf3-5983-59ad-96c9-afcbd5555271""}"
attackpattern:e4bf5c049dfc7ebf2572,AttackPattern,T1552,opencti_historical,2026-04-14T13:02:49.083Z,2026-05-27T14:59:27.477Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""7632102d-9c51-4539-976e-2398da534190"",""standard_id"":""attack-pattern--e498ecdd-212a-55a0-9bbc-ae2728e40682""}"
attackpattern:25f86c5b67e7be1ee5b9,AttackPattern,T1552.004,opencti_historical,2026-04-14T13:03:04.887Z,2026-05-29T03:44:27.031Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f472d601-4524-4981-ab0c-21e98b09b76b"",""standard_id"":""attack-pattern--7b292b56-6f58-5d08-a683-479b8e2c2ff8""}"
attackpattern:a906e7b5467393ed61d4,AttackPattern,T1553,opencti_historical,2026-04-14T13:03:52.246Z,2026-05-27T11:08:29.414Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""188fc0d4-f3dc-424e-8417-853f77218049"",""standard_id"":""attack-pattern--6bd77f85-7bda-5181-89ad-daf92069486d""}"
attackpattern:92f88df9d91832ab4c4c,AttackPattern,T1555,opencti_historical,2026-04-14T13:02:47.298Z,2026-05-27T12:36:07.057Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""2e23a25a-e944-4664-99c6-98bd36d54b41"",""standard_id"":""attack-pattern--55d0c929-1bef-57bc-afc2-02e97392508c""}"
attackpattern:ff5a1fa43bcb1bc3b437,AttackPattern,T1557,opencti_historical,2026-04-14T13:02:06.044Z,2026-05-27T11:08:28.042Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""78cec256-d769-466d-b219-c353ba549062"",""standard_id"":""attack-pattern--0169d0ef-eadd-5b78-aa6c-f54700d05947""}"
attackpattern:5df6e77431e8ae41ceb4,AttackPattern,T1560,opencti_historical,2026-04-14T13:02:57.701Z,2026-05-27T10:40:36.747Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""b8e598d5-9811-44b7-bf31-363a590f3159"",""standard_id"":""attack-pattern--81f88dd7-dec9-5a6b-a925-bbdadad0d811""}"
attackpattern:c1fed7bc47fd207a89db,AttackPattern,T1560.002,opencti_historical,2026-04-14T13:02:48.463Z,2026-05-28T16:47:07.355Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""3982f1cd-dacb-4f1d-9c3b-3d1ac004eb46"",""standard_id"":""attack-pattern--6ff58a41-3c57-5e80-8e5e-e2611a8ae716""}"
attackpattern:dc928c8d3f6944bf69be,AttackPattern,T1564,opencti_historical,2026-04-14T13:02:25.898Z,2026-05-27T11:08:28.241Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""bb887e17-cf4e-49dc-910e-31446f3f0e7e"",""standard_id"":""attack-pattern--35afd009-4f86-5c29-a246-ccae9eb90a66""}"
attackpattern:401bd36d8ba18796bc31,AttackPattern,T1564.003,opencti_historical,2026-04-14T13:04:03.117Z,2026-05-28T12:02:12.274Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""23b35ddd-b84d-4ff4-ba57-20c0e95a663e"",""standard_id"":""attack-pattern--da0a83e4-6dbe-5470-9d79-e4d72d769c58""}"
attackpattern:6dbbe4fd54a934bb8f52,AttackPattern,T1566,opencti_historical,2026-04-14T13:03:42.999Z,2026-05-27T10:57:26.832Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""cd935f70-5a0d-41eb-9cfd-603af4d33bef"",""standard_id"":""attack-pattern--51baabe8-15cb-555e-83e2-b1fdf388bbc2""}"
attackpattern:c1d0833a73ca45ef4d5f,AttackPattern,T1566.001,opencti_historical,2026-04-14T13:02:33.935Z,2026-05-27T11:08:13.756Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""9a62348e-e967-4982-9cef-794e80917aea"",""standard_id"":""attack-pattern--6b3d6efe-0d48-5d0d-875a-086b0d02d110""}"
attackpattern:14f918015e24f8fdd65c,AttackPattern,T1567,opencti_historical,2026-04-14T13:02:47.662Z,2026-05-27T14:38:21.448Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""08dfcbda-054b-4c98-87e7-22eb6601cdc0"",""standard_id"":""attack-pattern--f7369b85-566c-5d47-818d-70f0cced27da""}"
attackpattern:60548e53a04b06f4ccdb,AttackPattern,T1568,opencti_historical,2026-04-14T13:03:19.805Z,2026-05-27T11:08:28.751Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f4f6cc55-f22d-4f97-8cb7-207cb3844fb4"",""standard_id"":""attack-pattern--fb371855-49bb-545a-a878-823a5c2c99c6""}"
attackpattern:9d63d13110a75908e11a,AttackPattern,T1569,opencti_historical,2026-04-14T13:04:05.884Z,2026-05-27T14:38:33.853Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f4aeafab-3e8e-403c-9fc1-b9e6335ec447"",""standard_id"":""attack-pattern--8fb63426-af25-570f-b3b6-db566e257461""}"
attackpattern:78d7ec9a94765588cd76,AttackPattern,T1569.002,opencti_historical,2026-04-14T13:04:23.361Z,2026-05-27T20:18:51.390Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""5c5b8489-271b-4c13-8a0c-7952598e16ea"",""standard_id"":""attack-pattern--eeaf6a2f-804e-5891-a362-d8723930c65b""}"
attackpattern:d5dca8bf3cbdc31916c4,AttackPattern,T1571,opencti_historical,2026-04-14T13:03:47.333Z,2026-05-27T11:08:29.292Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""fe929ca4-78cc-4a48-a3a1-66fccf126e99"",""standard_id"":""attack-pattern--34ff7a06-73c4-51ef-87ba-32b5de370048""}"
attackpattern:965a67335f90b84424a6,AttackPattern,T1573,opencti_historical,2026-04-14T13:03:52.930Z,2026-05-27T11:08:29.473Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""c876d495-cba2-4515-9716-d75971294828"",""standard_id"":""attack-pattern--35b67e9d-3717-55b2-9d27-5c29261bb087""}"
attackpattern:03822142d63014cc470a,AttackPattern,T1573.001,opencti_historical,2026-04-14T13:02:28.587Z,2026-05-27T11:16:49.631Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""df14e5b4-cbf7-4d71-b31f-13ebde53d492"",""standard_id"":""attack-pattern--dddfcbea-f665-55cb-ae75-dab028a1ef70""}"
attackpattern:4e37c36645aacb862fc1,AttackPattern,T1573.002,opencti_historical,2026-04-14T13:03:56.221Z,2026-05-27T21:01:15.035Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""54e4e7b7-f2de-4a8c-bbb7-e502d0de07d0"",""standard_id"":""attack-pattern--63fc88f1-fc69-545f-9a70-0fe5b5cc0447""}"
attackpattern:d6aeeb9077cf72e6e2d0,AttackPattern,T1574,opencti_historical,2026-04-14T13:03:46.006Z,2026-05-27T14:00:46.619Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""2b0b6d64-fb11-46cd-bb57-dea344ee6fbc"",""standard_id"":""attack-pattern--8e5098a8-6e57-5678-9512-577498aafb0e""}"
attackpattern:06c1b915439124cbd950,AttackPattern,T1574.001,opencti_historical,2026-04-14T13:02:35.259Z,2026-05-28T00:16:10.635Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""e7644f49-ba36-40b4-a457-787de5e7979e"",""standard_id"":""attack-pattern--f4b5ccd7-c097-536a-9887-b516fcdbcbdd""}"
attackpattern:a76bf5c44652b9f217f6,AttackPattern,T1574.002,opencti_historical,2026-04-14T13:21:56.033Z,2026-05-24T05:07:53.946Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""30fc2879-32f4-4db4-86dc-83b1169d830c"",""standard_id"":""attack-pattern--be8b782f-8ecd-5dd6-817b-9a97173465ca""}"
attackpattern:0edf64bfa6f362ab2023,AttackPattern,T1583,opencti_historical,2026-04-14T13:02:06.583Z,2026-05-27T17:31:11.023Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f3cc5a07-3a7a-458b-a875-231a8659e55d"",""standard_id"":""attack-pattern--7ca11b10-9dbc-5658-8c0c-753ca1a7a595""}"
attackpattern:03e9b53cc1314231cae0,AttackPattern,T1583.001,opencti_historical,2026-04-14T13:02:49.171Z,2026-05-27T18:12:05.860Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""49d65449-da35-4962-9963-4b6711ac12c7"",""standard_id"":""attack-pattern--e020afa4-2e53-50f2-a86e-16b567627e8e""}"
attackpattern:6c8163dfbbde2d86f619,AttackPattern,T1583.003,opencti_historical,2026-04-14T13:03:18.625Z,2026-05-28T18:37:44.313Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""5a3f5434-de54-48a3-894c-65d62122fc5a"",""standard_id"":""attack-pattern--431bc0ef-6486-5825-b84f-d0776e9c8459""}"
attackpattern:a1b3d85edfac4a79d2ea,AttackPattern,T1583.006,opencti_historical,2026-04-14T13:03:30.849Z,2026-05-29T00:14:04.179Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""6fede21a-e75c-4ec6-a364-51a04bc26cf9"",""standard_id"":""attack-pattern--1a121ce3-ddfd-5f1e-8faf-961343a01926""}"
attackpattern:186999f892f5dc8d149a,AttackPattern,T1587,opencti_historical,2026-04-14T13:04:22.554Z,2026-05-28T01:51:30.118Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""e01eac98-eff6-47a3-9a8e-c1579f586dbe"",""standard_id"":""attack-pattern--0c8ce4ba-a844-55ed-a9d6-39ab31eba475""}"
attackpattern:e1cc91c71a987dd7d0fb,AttackPattern,T1587.001,opencti_historical,2026-04-14T13:02:25.196Z,2026-05-27T12:19:31.790Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""4f1c1a50-4a9f-4723-96d9-db15f9a9c48a"",""standard_id"":""attack-pattern--8aa33d19-5abd-5616-bef0-79347677da3c""}"
attackpattern:1e0d9fc6c233a3f82738,AttackPattern,T1588,opencti_historical,2026-04-14T13:04:04.492Z,2026-05-27T11:08:29.677Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""daf723d3-4e8d-408a-a6ee-6c731e8d1586"",""standard_id"":""attack-pattern--ea3ef2d5-f41e-59f0-abc2-63ab8d66cf95""}"
attackpattern:0ce1f1dfab982c26880e,AttackPattern,T1588.001,opencti_historical,2026-04-14T13:03:17.572Z,2026-05-27T12:53:32.624Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""0cfc3ff1-6448-4120-bd33-b0ce4c346952"",""standard_id"":""attack-pattern--fafa554f-53fc-5b1b-8f47-bd73b3f4596b""}"
attackpattern:55e3d194dced61c2914c,AttackPattern,T1588.002,opencti_historical,2026-04-14T13:03:41.771Z,2026-05-27T12:19:32.081Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""1d9c80ef-8e6e-448d-ace8-03960bc307dc"",""standard_id"":""attack-pattern--1b34e9a8-4235-50d5-95c0-18f8da075307""}"
attackpattern:efe2d7374f9721ac51f6,AttackPattern,T1588.003,opencti_historical,2026-04-14T13:04:18.307Z,2026-05-28T19:09:36.804Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""b3fb3148-9df2-4c52-983f-6706855dc388"",""standard_id"":""attack-pattern--db0a4285-dd9f-50eb-bf89-8538a52f11aa""}"
attackpattern:dfd7a43a7bc6b331d215,AttackPattern,T1588.004,opencti_historical,2026-04-14T13:02:20.575Z,2026-05-27T10:40:35.626Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""a8fa83f6-7215-4942-9b7f-29df6ebafdc1"",""standard_id"":""attack-pattern--4cc1e794-71fb-5dc1-899c-8f44d1b5cd32""}"
attackpattern:700f58c6ce734aeb3518,AttackPattern,T1589,opencti_historical,2026-04-14T13:02:58.219Z,2026-05-27T19:34:23.332Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""4ba278f6-2fae-47c1-8707-ee6fdeda7961"",""standard_id"":""attack-pattern--53132a12-0844-5004-8750-8d32ed19c175""}"
attackpattern:6787f1e6b157ff2dbe5c,AttackPattern,T1590.004,opencti_historical,2026-04-14T13:02:38.916Z,2026-05-28T23:22:28.519Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""49b60817-ef76-4667-a288-ac5d5ad720a2"",""standard_id"":""attack-pattern--f7490b8f-7d39-5454-b901-e344f625d285""}"
attackpattern:b1a03e04e59c70649685,AttackPattern,T1591,opencti_historical,2026-04-14T13:03:35.429Z,2026-05-28T19:44:32.522Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""ae2eeaeb-91ab-416b-9428-b7577dc3fa8e"",""standard_id"":""attack-pattern--62ac4eb3-dbf8-5200-bd10-fcb6442d0d67""}"
attackpattern:d5091773a321fa5c52a8,AttackPattern,T1592,opencti_historical,2026-04-14T13:02:08.095Z,2026-05-27T19:34:22.931Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""a4f03965-f962-472c-903d-ba4589071763"",""standard_id"":""attack-pattern--9f3f4990-f93d-5b66-9988-f1d35fcf2627""}"
attackpattern:6df19e32c98d8ba98a99,AttackPattern,T1595.002,opencti_historical,2026-04-14T13:02:59.145Z,2026-05-28T11:28:36.454Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""b0ab995a-16fc-425f-b905-a602f40bd210"",""standard_id"":""attack-pattern--68098f84-386a-5b5f-8e5a-4a5aa8ee1e45""}"
attackpattern:630102dbd28bbeb8d225,AttackPattern,T1598,opencti_historical,2026-04-14T13:04:04.167Z,2026-05-27T11:16:34.918Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f0d37f61-2033-4c5c-bf87-c788a4bc35ab"",""standard_id"":""attack-pattern--c3eca76e-5c7c-5520-bc6e-4a7c8db80d45""}"
attackpattern:16acbfa42bbd8addd7b3,AttackPattern,T1598.002,opencti_historical,2026-04-14T13:03:31.123Z,2026-05-27T11:16:34.530Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""6b11f3e2-8341-4cc7-bdbb-f03430d971b9"",""standard_id"":""attack-pattern--a92a6d40-494e-5783-a9f6-65a2e25b0b8f""}"
attackpattern:7a043110951ba64109d4,AttackPattern,TA0005,opencti_historical,2026-05-03T15:17:17.119Z,2026-05-03T15:17:17.359Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""c8ed5b18-f507-4bff-9527-d9f2210a6b9e"",""standard_id"":""attack-pattern--52257096-4f27-5eea-8b64-8a2f524c38a9""}"
attackpattern:23ef0d8c281b2c3c12c2,AttackPattern,TA0007,opencti_historical,2026-05-07T17:09:51.433Z,2026-05-07T17:09:52.620Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""b6de9204-be1c-4f63-ba43-53de689b3d13"",""standard_id"":""attack-pattern--188f5eff-cf44-5049-b40c-31766554b9db""}"
attackpattern:6094a68e7139e8ede620,AttackPattern,TA0037,opencti_historical,2026-05-06T18:49:01.717Z,2026-05-06T18:49:02.696Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""f876914b-b148-4fa8-8283-5e1031fee55d"",""standard_id"":""attack-pattern--83916d68-7b2a-5d78-a429-5bb79013a70d""}"
attackpattern:c670bc5e557e85fc1c1f,AttackPattern,Token Impersonation/Theft,opencti_historical,2026-04-14T13:03:29.213Z,2026-05-27T09:44:51.269Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""8c29f1ef-4093-41a2-b2e0-ce53d2271262"",""standard_id"":""attack-pattern--84488c7f-7810-5c3c-810c-d5a0dbeb9105""}"
attackpattern:a132d753d1a8f101881a,AttackPattern,Web Services,opencti_historical,2026-04-14T13:03:45.993Z,2026-05-05T13:37:51.025Z,0.7000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""13935774-3171-4d37-9ca4-e084583a69ed"",""standard_id"":""attack-pattern--9b280ffd-86bf-52a0-a1e3-cd018044a33b""}"
attackpattern:fdacfe6cbd8be322ddec,AttackPattern,Windows Credential Manager,opencti_historical,2026-04-14T13:04:08.384Z,2026-05-20T09:54:18.380Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Attack-Pattern"",""opencti_object_id"":""8d9bdd4c-6a58-4efd-9f5f-e1964d1aa730"",""standard_id"":""attack-pattern--3c43d7ba-d813-58b5-8bc2-b04d3e4c83d7""}"
campaign:bd2cf0b0f7e4df3298db,Campaign,2015 Ukraine Electric Power Attack,opencti_historical,2026-04-14T13:05:13.418Z,2026-04-14T13:05:13.530Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""1009d5e3-9c98-459d-8be8-48ea52c72201"",""standard_id"":""campaign--f0b99281-fbe4-533f-bb4b-cdfff00499d9""}"
campaign:808ba24ca5c879b7962e,Campaign,2016 Ukraine Electric Power Attack,opencti_historical,2026-04-14T13:05:05.718Z,2026-04-14T13:05:05.756Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""e170e181-db74-4916-9b54-4002570ec814"",""standard_id"":""campaign--c3d527ff-6c82-5420-b1db-156323468421""}"
campaign:6c8a81fb930a6d42a7ff,Campaign,2022 Ukraine Electric Power Attack,opencti_historical,2026-04-14T13:05:31.454Z,2026-04-14T13:05:31.620Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""61638491-e6b2-49c7-8554-adc7f54b4809"",""standard_id"":""campaign--0f9a95a6-d8c0-5fff-8966-ac34d9e6d7af""}"
campaign:809729d22267cf94b470,Campaign,2025 Poland Wiper Attacks,opencti_historical,2026-05-05T13:49:16.475Z,2026-05-05T13:49:17.597Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""1e882c52-cf61-4156-a1ae-a1006cc50b8b"",""standard_id"":""campaign--f20da902-c1b1-5d51-b602-ef85f7dcfd81""}"
campaign:69c2ed807302e5e013c3,Campaign,3CX Supply Chain Attack,opencti_historical,2026-04-14T13:05:32.206Z,2026-04-14T13:05:32.259Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""889560a2-cb02-49aa-aca2-15bea1e0400d"",""standard_id"":""campaign--38f50bf2-49df-5226-9f91-08fbb536d84a""}"
campaign:b909e1cc18cde881967b,Campaign,APT28 Nearest Neighbor Campaign,opencti_historical,2026-04-14T13:05:21.747Z,2026-04-14T13:05:21.826Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""b9796685-acf6-4c02-810c-83dd82b69173"",""standard_id"":""campaign--597a8aa8-d027-53ec-a6ad-0306029ca1d5""}"
campaign:d9ae903db43fe5a5b906,Campaign,APT41 DUST,opencti_historical,2026-04-14T13:04:54.966Z,2026-04-14T13:04:55.023Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""d9d38251-d355-4ac5-aacf-f64e3e548240"",""standard_id"":""campaign--b7b2b550-2e56-5680-8863-c0fd4050ad76""}"
campaign:d916233980a36577ebe8,Campaign,Anthropic AI-orchestrated Campaign,opencti_historical,2026-05-05T13:50:47.168Z,2026-05-05T13:50:47.646Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""eeb7eb16-bd76-4e1b-be36-02455e583bdb"",""standard_id"":""campaign--ef5d1713-9238-5aec-b0b1-5da8adcd51dd""}"
campaign:6ace2e37d99a0b4cd995,Campaign,C0011,opencti_historical,2026-04-14T13:05:32.161Z,2026-04-14T13:05:32.199Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""bd16ac34-0c13-4389-b6ea-2a147d47a5f9"",""standard_id"":""campaign--023421f1-f2aa-5c66-a468-d4894806fa5f""}"
campaign:830c9ea5fe8e59822388,Campaign,C0015,opencti_historical,2026-04-14T13:05:16.789Z,2026-04-14T13:05:16.818Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""ed2390d4-ae1a-45e3-a9ef-d1819f31c685"",""standard_id"":""campaign--becca266-3455-5337-94d3-5fe9fc45c6ba""}"
campaign:30b49acf919b1cba4600,Campaign,C0017,opencti_historical,2026-04-14T13:05:28.293Z,2026-04-14T13:05:28.455Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""af0cc067-6731-418c-b119-efa504ac4431"",""standard_id"":""campaign--8c46c68e-4786-58b1-8eab-72243345bf6a""}"
campaign:ee4b0cd595813d4b27a4,Campaign,C0018,opencti_historical,2026-04-14T13:05:13.605Z,2026-04-14T13:05:13.653Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""079181fe-d276-4d94-9814-bfb0b6516777"",""standard_id"":""campaign--9112487a-2496-5204-aa20-bd121b452d0a""}"
campaign:5cb2031fc7b0b5fd8070,Campaign,C0026,opencti_historical,2026-04-14T13:05:35.439Z,2026-04-14T13:05:35.557Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""a805206b-80b7-4dc9-84cc-a0b729e763d4"",""standard_id"":""campaign--e064d1bf-a189-5e3e-99a3-ba7f42779f78""}"
campaign:0019f14ddf5caa1a4ffa,Campaign,C0027,opencti_historical,2026-04-14T13:04:53.184Z,2026-04-14T13:04:53.233Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""9a86aa45-6f68-46d8-a3cf-93bb8350e765"",""standard_id"":""campaign--49133773-794f-524d-a32a-8947c4b5ee94""}"
campaign:fbdb441240fe39a422f4,Campaign,C0032,opencti_historical,2026-04-14T13:05:25.666Z,2026-04-14T13:05:25.793Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""dd762402-7ab4-482c-9cb5-ffe7c0d4db0f"",""standard_id"":""campaign--f27d19e3-d32c-5b59-a888-67614d93a803""}"
campaign:4e7f9c1b743ff772002d,Campaign,C0033,opencti_historical,2026-04-14T13:05:38.074Z,2026-04-14T13:05:38.256Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""d97b3c3e-6795-41cf-a325-81d8c353cd6d"",""standard_id"":""campaign--edaebe53-bb32-5a81-a0d0-bb20d472da10""}"
campaign:7ead6b0186936993a72b,Campaign,FLORAHOX Activity,opencti_historical,2026-04-14T13:05:14.641Z,2026-04-14T13:05:14.753Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""d29423dc-9f3e-4327-ac70-0048b045f3b1"",""standard_id"":""campaign--aec85c1e-4b5d-582f-af37-f95bb18cd519""}"
campaign:1572a6e817c243656f7c,Campaign,Frankenstein,opencti_historical,2026-04-14T13:05:19.941Z,2026-04-14T13:05:20.014Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""e8753241-ef11-46f0-9da2-19cff3d48f95"",""standard_id"":""campaign--6326e619-4ce5-5191-b3b0-1f70cec60e3d""}"
campaign:012b31e429bcd01db08a,Campaign,FunnyDream,opencti_historical,2026-04-14T13:04:55.466Z,2026-04-14T13:04:55.654Z,0.8000,"{""labels"":[],""opencti_entity_type"":""Campaign"",""opencti_object_id"":""278e188a-585d-4845-a442-1b51db1c0842"",""standard_id"":""campaign--72f944df-f124-5d12-ac52-8b146e28a174""}"
